self.step_no	last_rec.d_sum_lo	last_rec.d_sqr_sum_lo	last_rec.d_sum_hi	last_rec.d_sqr_sum_hi	last_rec.n	self.evaluation_start_index	n	s[0]	s[1]	s2[0]	s2[1]	decision	p_value	d0	d1	math.sqrt(s0)	math.sqrt(s1)
799	0.039667725563049316	0.006052992628909237	0.06262671947479248	0.00604853685605633	10	791	9	0.6140123605728149	0.8066987991333008	0.12949212336603466	0.1599674569166325	0	0.3494755588537151	0.07687491178512573	0.09830321371555328	0.03831568422612976	0.03832387454036749
800	0.11876988410949707	0.0039484340487092595	0.13991308212280273	0.004369189822568842	10	791	10	0.732782244682312	0.9466118812561035	0.14359840873741803	0.17954312746573464	0	0.3318556097575161	0.08152990871005589	0.1029265324274699	0.0341103805825138	0.034113228456793404
801	0.19158196449279785	0.01756470597530324	0.21097707748413086	0.018890039636744405	10	791	11	0.9243642091751099	1.1575889587402344	0.18030205785633768	0.2240544546894796	0	0.32476433443157127	0.09253511428833008	0.11373158693313598	0.03243345495945853	0.03236848911312851
802	0.02673816680908203	0.0031139091421437115	0.052451372146606445	0.0035369870134331904	10	791	12	0.9511023759841919	1.2100403308868408	0.18101698742064798	0.2268056011295414	0	0.3074604851577308	0.08655357360839844	0.10816065831617876	0.029940741661165966	0.02980369026786026
803	0.05427742004394531	0.012064735101034785	0.07722640037536621	0.012855282067960161	10	791	13	1.0053797960281372	1.287266731262207	0.18396302574727486	0.23276951804447776	0	0.29051224100594975	0.08386389414469402	0.10558280348777771	0.027464056236616602	0.027328775375083453
804	-0.06973624229431152	0.02662893697566915	-0.05114269256591797	0.025682880325007318	10	791	14	0.9356435537338257	1.236124038696289	0.18882616923660578	0.23538509304736976	0	0.29561747219473067	0.07204849903400128	0.0935269960990319	0.02788970658715891	0.027880147323096634
805	0.10697293281555176	0.00870024807414893	0.1297750473022461	0.009554304250059431	10	791	15	1.0426164865493774	1.3658990859985352	0.20026937759176633	0.25222665594967	0	0.28089123558313267	0.07454310144696917	0.09611614261354719	0.02594107523241963	0.025941531638504812
806	0.06559586524963379	0.005754711736869922	0.08480477333068848	0.0059927269659851845	10	791	16	1.1082123517990112	1.4507038593292236	0.20457219512961444	0.2594185055293394	0	0.2680306502305992	0.07394661903381347	0.09536205132802328	0.024157191977850375	0.02416202203703661
807	0.19473671913146973	0.012051999728498686	0.21056628227233887	0.012581581675078723	10	791	17	1.302949070930481	1.6612701416015625	0.24249458490770337	0.3037566647593337	0	0.26791000884532906	0.08149600028991699	0.102562315762043	0.023824710723802836	0.02372070199684807
808	0.030087590217590332	0.004027561868795715	0.04867243766784668	0.004505253171544155	10	791	18	1.3330366611480713	1.7099425792694092	0.243399847992805	0.30612567094786414	0	0.2582792802969306	0.07847197616801542	0.09939232293297262	0.022582805651021325	0.02250608555018366
809	0.02581167221069336	0.0017178745503088066	0.04689526557922363	0.0017894174789603312	10	812	2	0.05589926242828369	0.09556770324707031	0.0015715055074139173	0.004568172122276337	1	0.036989183564738265	0.027949631214141846	0.047783851623535156	0.0021379590034484863	0.0008885860443115234
810	0.011289119720458984	0.0019316657790113823	0.059706807136535645	0.0022079007475355183	10	812	1	0.011289119720458984	0.059706807136535645	0.00012744422406285594	0.0035649028184394638	None	None	None	None	None	None
811	-0.044296979904174805	0.017136717089158537	-0.014228105545043945	0.01735630669116972	10	812	1	-0.044296979904174805	-0.014228105545043945	0.0019622224286308665	0.00020243898740091026	None	None	None	None	None	None
812	0.005292415618896484	0.012794396705317013	0.052870988845825195	0.014204959047731336	10	812	1	0.005292415618896484	0.052870988845825195	2.8009663083139458e-05	0.0027953414615353722	None	None	None	None	None	None
813	-0.16024422645568848	0.017885645623721302	-0.12672805786132812	0.01736534625058539	10	812	2	-0.154951810836792	-0.07385706901550293	0.02570622177546511	0.0188553421108395	None	None	None	None	None	None
814	0.028437376022338867	0.014391517423575806	0.06379938125610352	0.014437422027640423	10	812	3	-0.12651443481445312	-0.010057687759399414	0.026514906130501004	0.022925703159501154	0	0.4199661701087454	-0.0659034252166748	-0.031464338302612305	0.09434080123901367	0.09526371955871582
815	-0.048993825912475586	0.012852223233096538	-0.006679534912109375	0.012889989259861068	10	812	4	-0.1755082607269287	-0.01673722267150879	0.028915301108042968	0.022970319346143242	0	0.33365238498481553	-0.06026689211527506	-0.02320273717244466	0.054758555783940004	0.0556175584501382
816	0.012997865676879883	0.006838015602113501	0.07195281982421875	0.0077027192376135645	10	812	5	-0.16251039505004883	0.05521559715270996	0.02908424562019718	0.02814752762679973	0	0.26421580454819393	-0.04195070266723633	0.0005861520767211914	0.04283377769550428	0.0459626767680729
817	-0.017148852348327637	0.019252650582032516	0.019775748252868652	0.01913383692108539	10	812	6	-0.17965924739837646	0.07499134540557861	0.029378328757061922	0.028538607845760566	0	0.21328090244968056	-0.03699033260345459	0.004424071311950684	0.0335476493687768	0.0358088008381732
818	0.06591784954071045	0.022746063526952298	0.09585845470428467	0.023492000558363202	10	812	7	-0.11374139785766602	0.17084980010986328	0.03372349164513366	0.03772745118405396	0	0.20720679006862586	-0.019838968912760418	0.019663135210673015	0.032318196039239605	0.03297083378009486
819	-0.07134723663330078	0.00956388657948537	-0.021943330764770508	0.009490593639782219	10	812	8	-0.1850886344909668	0.14890646934509277	0.03881391982034188	0.038208960949106086	0	0.16502303642866217	-0.027197292872837613	0.013719354357038225	0.028287663885425737	0.028492302510942626
820	0.20609450340270996	0.014181853603133732	0.24580097198486328	0.0174339651422315	10	812	9	0.021005868911743164	0.39470744132995605	0.08128886415315151	0.09862707877780963	0	0.23131400320071172	0.001964181661605835	0.04272955656051636	0.03808589690547025	0.03808477791280905
821	0.03961896896362305	0.0026544820518381584	0.09331989288330078	0.003399288807912626	10	812	10	0.06062483787536621	0.48802733421325684	0.08285852685489203	0.10733568118556036	0	0.19664546948329842	0.006148046917385525	0.04835070504082574	0.03384817631385682	0.034054740170651195
822	-0.08141636848449707	0.019345861807721576	-0.04894542694091797	0.018832871288395836	10	812	11	-0.02079153060913086	0.43908190727233887	0.08948715191209544	0.1097313360039891	0	0.1856470926695944	-0.0026083946228027343	0.03862109184265137	0.0315156231140348	0.031975703830542025
823	0.08344721794128418	0.010420748386252399	0.1363379955291748	0.012776653439516394	10	812	12	0.06265568733215332	0.5754199028015137	0.09645059009423562	0.1283193850289024	0	0.1649976554580772	0.005214842883023349	0.04750444672324441	0.02956094474777515	0.03025657652389128
824	-0.0036519765853881836	0.007030803832392962	0.02963864803314209	0.007083638094471212	10	812	13	0.05900371074676514	0.6050585508346558	0.09646392702721585	0.12919783448613487	0	0.1473394787509792	0.004475941260655721	0.04601563016573588	0.026995441360688727	0.02766044577605934
825	0.05993199348449707	0.011902680831838097	0.09360432624816895	0.0131021281109156	10	812	14	0.11893570423126221	0.6986628770828247	0.10005577087024164	0.13795960437850852	0	0.13357524106591978	0.00874179143172044	0.04967629909515381	0.025195939243500002	0.02570589475493598
826	0.2648143768310547	0.03907732658944951	0.3008301258087158	0.04021188366647266	10	812	15	0.3837500810623169	0.9994930028915405	0.17018242504666148	0.2284583689725963	0	0.17177929231427946	0.027032690388815745	0.06761585814612252	0.029642900905814465	0.029803050187890465
827	-0.014842867851257324	0.0048870851471320975	0.04146528244018555	0.004956440322189337	10	812	16	0.36890721321105957	1.040958285331726	0.17040273577271137	0.23017773862044066	0	0.14924014305089667	0.024240986506144205	0.06587248643239339	0.02773688834023867	0.027799848417462514
828	-0.051503777503967285	0.01751979613460719	-0.006649971008300781	0.017787693843700936	10	812	17	0.3174034357070923	1.0343083143234253	0.17305537486988953	0.2302219607348519	0	0.13572220458050027	0.019506938755512238	0.061339832842350006	0.02637383762470439	0.02639645002830853
829	0.12504851818084717	0.007450425342781841	0.1673729419708252	0.009520190649311644	10	812	18	0.44245195388793945	1.2016812562942505	0.1886925067691152	0.2582356624388211	0	0.12777951314133557	0.025715266957002526	0.06757707455578972	0.025539964565121472	0.025567606737382585
830	0.06539082527160645	0.013130434969809812	0.08836960792541504	0.01290575284173201	10	812	19	0.5078427791595459	1.2900508642196655	0.19296846679881696	0.2660448500437127	0	0.12036680747069581	0.02791946464114719	0.06873221529854669	0.024179984162246405	0.02413303237712853
831	-0.06503880023956299	0.039608812717361275	-0.03689420223236084	0.03926479459029508	10	812	20	0.4428039789199829	1.2531566619873047	0.19719851233541874	0.26740603220207504	0	0.11701202695506907	0.023026924384267705	0.06317293016534102	0.02338940362036308	0.02349475042353238
832	-0.06816434860229492	0.014104260866815821	-0.030947208404541016	0.014577023288779856	10	835	2	-0.1332031488418579	-0.06784141063690186	0.008876423956976964	0.0023189118663964337	1	0.032603524518266355	-0.06660157442092896	-0.03392070531845093	0.0015627741813659668	0.002973496913909912
833	0.012802720069885254	0.011238001001473208	0.07718789577484131	0.012894560528437182	10	835	1	0.012802720069885254	0.07718789577484131	0.00016390964118784268	0.005957971254147765	None	None	None	None	None	None
834	-0.033388376235961914	0.004994657087252108	0.06443428993225098	0.004680556435062044	10	835	1	-0.033388376235961914	0.06443428993225098	0.0011147836676741463	0.0041517777190733796	None	None	None	None	None	None
835	-0.17760682106018066	0.029894447201456842	-0.10539031028747559	0.027409932315151764	10	835	1	-0.17760682106018066	-0.10539031028747559	0.031544182887103034	0.011107117502490382	None	None	None	None	None	None
836	-0.19732451438903809	0.01197665327077857	-0.09664058685302734	0.007963125164792473	10	835	2	-0.37493133544921875	-0.20203089714050293	0.07048114686597273	0.020446520529787904	None	None	None	None	None	None
837	0.029042720794677734	0.011170415136916745	0.12434554100036621	0.0139535312154635	10	835	3	-0.345888614654541	-0.07768535614013672	0.07132462649713034	0.03590833409646166	0	0.32344836724335246	-0.08414089679718018	0.013852477073669434	0.11318361759185791	0.11049306392669678
838	-0.014121055603027344	0.0013332351509234286	0.08801770210266113	0.0033531462026417103	10	835	4	-0.36000967025756836	0.010332345962524414	0.07152403070847413	0.043655449979894456	0	0.1914478219940312	-0.06080094973246256	0.03857421875	0.06938969827030375	0.06841591118651362
839	-0.02934551239013672	0.007806853195916119	0.04840874671936035	0.008716807683470051	10	842	3	-0.014423847198486328	0.2607719898223877	0.001904042939941064	0.025552336209045734	1	0.02337630861055149	-0.004807949066162109	0.08692399660746257	0.017486632119386877	0.021927884266397905
840	0.05800759792327881	0.004718246408870641	0.20296883583068848	0.009831476576607656	10	842	1	0.05800759792327881	0.20296883583068848	0.00336488141682878	0.04119634831846497	None	None	None	None	None	None
841	0.11846756935119629	0.008296599319635334	0.3297269344329834	0.01946452811949939	10	842	1	0.11846756935119629	0.3297269344329834	0.014034564987980502	0.10871985129057293	None	None	None	None	None	None
842	-0.029229164123535156	0.02838263959267806	0.1065521240234375	0.02586677665408388	10	842	1	-0.029229164123535156	0.1065521240234375	0.0008543440353605547	0.011353355133906007	None	None	None	None	None	None
843	0.13478517532348633	0.007215183686639648	0.2809462547302246	0.011898920716134853	10	842	2	0.10555601119995117	0.3874983787536621	0.019021387522343502	0.09028415318084626	None	None	None	None	None	None
844	0.18618202209472656	0.006118926166436722	0.3869037628173828	0.01791753581562716	10	842	3	0.29173803329467773	0.7744021415710449	0.05368513287362475	0.23997867486309588	0	0.10417842818128227	0.16048359870910645	0.3339250087738037	0.025698423385620117	0.0529787540435791
845	-0.1107034683227539	0.009332997812634858	0.017832040786743164	0.00667357936430335	10	842	4	0.18103456497192383	0.7922341823577881	0.06594039077231173	0.24029665654171595	0	0.17421586230652547	0.07008790969848633	0.2285606861114502	0.09160522317644852	0.10971428021653894
846	0.1966407299041748	0.023625587257754432	0.32813453674316406	0.025805039079386916	10	842	5	0.37767529487609863	1.1203687191009521	0.10460796742955836	0.34796893074536683	0	0.11095009565667896	0.10172611474990845	0.25345414876937866	0.07208837961474307	0.08147573948617032
847	-0.0670313835144043	0.015815619284126115	0.07552742958068848	0.01586269005150598	10	842	6	0.31064391136169434	1.1958961486816406	0.10910117380541351	0.3536733233644327	0	0.08404546750405512	0.0679746150970459	0.21786880493164062	0.06524725598908174	0.07245201426420811
848	0.08402323722839355	0.007077798451803119	0.2425680160522461	0.012741390374458206	10	851	6	0.42389631271362305	1.3319120407104492	0.11530673416439186	0.4011592106420494	1	0.04513302875286207	0.07064938545227051	0.2219853401184082	0.053341266131607994	0.059299877255954245
849	0.2456350326538086	0.015433173329142846	0.542070746421814	0.0447429537594104	10	851	1	0.2456350326538086	0.542070746421814	0.060336569266837614	0.29384069412630254	None	None	None	None	None	None
850	-0.03420901298522949	0.0340509717057671	0.2516207695007324	0.06532620920938825	10	851	1	-0.03420901298522949	0.2516207695007324	0.0011702565694236	0.06331301164414072	None	None	None	None	None	None
851	0.07712984085083008	0.011222485957091521	0.4410356283187866	0.03658308047950243	10	851	1	0.07712984085083008	0.4410356283187866	0.005949012349674376	0.1945124254465469	None	None	None	None	None	None
852	0.05579996109008789	0.007467003791589377	0.41742146015167236	0.031785411384035456	10	851	2	0.13292980194091797	0.858457088470459	0.009062648007329699	0.3687531008417011	None	None	None	None	None	None
853	0.24653387069702148	0.02138016672950016	0.6975977420806885	0.07340654468788443	10	851	3	0.37946367263793945	1.5560548305511475	0.06984159740818541	0.8553957105977759	0	0.1257720042365524	0.1511669158935547	0.5575096011161804	0.0953669548034668	0.14008814096450806
854	0.09349632263183594	0.010352964670005349	0.39944350719451904	0.03569722339729253	10	857	3	0.3958301544189453	1.5144627094268799	0.07263414740418739	0.8204384005910867	1	0.022758969604649116	0.1319433848063151	0.5048209031422933	0.0583194893406789	0.09652803378888151
855	0.31004881858825684	0.013624195715294718	1.107519268989563	0.1421835138008447	10	857	1	0.31004881858825684	1.107519268989563	0.0961302699079738	1.226598931183176	None	None	None	None	None	None
856	0.017450928688049316	0.01537121306360234	0.7032225131988525	0.11444164369882515	10	857	1	0.017450928688049316	0.7032225131988525	0.00030453491207538264	0.49452190306971033	None	None	None	None	None	None
857	0.12406229972839355	0.009328040124557901	0.8656353950500488	0.106585970510082	10	857	1	0.12406229972839355	0.8656353950500488	0.01539145421389776	0.7493246371634541	None	None	None	None	None	None
858	0.32648444175720215	0.02448593886862227	0.7263576984405518	0.08438318522365762	10	857	2	0.4505467414855957	1.5919930934906006	0.12198354492340968	1.2769201432473096	None	None	None	None	None	None
859	0.26325297355651855	0.014563928780091828	1.042217493057251	0.13730192845736156	10	857	3	0.7137997150421143	2.6342105865478516	0.19128567300975874	2.3631374460818506	0	0.08490784685411734	0.29486870765686035	0.8842875957489014	0.0316157341003418	0.1579298973083496
860	0.21998000144958496	0.02462841546054051	0.6702146530151367	0.09882670249749026	10	863	3	0.8097174167633057	2.4387898445129395	0.22428541983362038	2.0630004900345966	1	0.022706909828037955	0.26990580558776855	0.8129299481709799	0.030924607687281003	0.11578369785565734
861	0.6397652626037598	0.06387811427202905	2.0002834796905518	0.5072876185774362	10	863	1	0.6397652626037598	2.0002834796905518	0.4092995912344577	4.001133999122942	None	None	None	None	None	None
862	0.27735257148742676	0.042465862309938984	1.240799903869629	0.34470261863361884	10	863	1	0.27735257148742676	1.240799903869629	0.07692444891068817	1.5395844014428803	None	None	None	None	None	None
863	0.7308685779571533	0.08821888072515094	1.8384368419647217	0.43587808028081554	10	863	1	0.7308685779571533	1.8384368419647217	0.5341688782451115	3.379850021893219	None	None	None	None	None	None
864	0.049912452697753906	0.031547803925263906	0.7611043453216553	0.12581766257022764	10	863	2	0.7807810306549072	2.599541187286377	0.536660131179417	3.9591298463607245	None	None	None	None	None	None
865	0.5508403778076172	0.07806745028460682	1.611777663230896	0.4140981427998014	10	863	3	1.3316214084625244	4.211318850517273	0.8400852530026555	6.556957082050772	0	0.1617832958855527	0.30037641525268555	1.1864410042762756	0.25046396255493164	0.42533665895462036
866	0.5660443305969238	0.0669958357913174	1.4991109371185303	0.2978520398669673	10	869	2	1.116884708404541	3.1108886003494263	0.623831306024158	4.845160837478446	1	0.018128783344020318	0.5584423542022705	1.5554443001747131	0.00760197639465332	0.05633336305618286
867	0.7895896434783936	0.07553848193816748	2.3827149868011475	0.7021574031362547	10	869	1	0.7895896434783936	2.3827149868011475	0.6234518050883366	5.677330708326792	None	None	None	None	None	None
868	0.782373309135437	0.08657396765063652	2.445733070373535	0.7126188115754815	10	869	1	0.782373309135437	2.445733070373535	0.6121079948475341	5.9816102515187595	None	None	None	None	None	None
869	0.7705075740814209	0.11128910949440751	2.3237006664276123	0.7652445122549238	10	869	1	0.7705075740814209	2.3237006664276123	0.5936819217168363	5.3995847871561296	None	None	None	None	None	None
870	0.6793065071105957	0.11938355503514231	2.1504392623901367	0.7220041767347141	10	869	2	1.4498140811920166	4.474139928817749	1.0551392523196341	10.023973808385165	None	None	None	None	None	None
871	0.6925685405731201	0.14709077926471537	2.058789372444153	0.9064338585325373	10	874	2	1.3718750476837158	4.2092286348342896	0.9411085139943793	8.863002701318024	1	0.010385188450143225	0.6859375238418579	2.1046143174171448	0.006631016731262207	0.04582494497299194
872	0.8351659774780273	0.09538333091143159	2.7347846031188965	0.8140297762948876	10	874	1	0.8351659774780273	2.7347846031188965	0.6975022099368289	7.47904682545618	None	None	None	None	None	None
873	1.4889260530471802	0.4050656159061674	3.0110256671905518	1.4601529489108032	10	874	1	1.4889260530471802	3.0110256671905518	2.2169007914426544	9.066275568480307	None	None	None	None	None	None
874	1.1224318742752075	0.3074051414827892	2.865371346473694	1.8718775916442922	10	874	1	1.1224318742752075	2.865371346473694	1.2598533123889553	8.21035295319247	None	None	None	None	None	None
875	1.2143361568450928	1.2944403278164032	2.66071355342865	1.792785867799111	10	874	2	2.3367680311203003	5.526084899902344	2.734465614210265	15.289749566591382	None	None	None	None	None	None
876	1.2737202644348145	0.46163060986108917	3.2770599126815796	1.554822863209992	10	874	3	3.6104882955551147	8.803144812583923	4.356828926242159	26.028871237895984	0	0.056532453327079686	1.2440282106399536	2.9688867330551147	0.02969205379486084	0.30817317962646484
877	1.5828417539596558	0.3753918808658483	3.0864943861961365	1.8035701674434712	10	880	2	2.85656201839447	6.363554298877716	4.127751330109973	20.265569267324867	1	0.03284319999400709	1.428281009197235	3.181777149438858	0.15456074476242065	0.09528276324272622
878	1.4342583417892456	0.8423442256144114	3.5125538110733032	3.638690271746114	10	880	1	1.4342583417892456	3.5125538110733032	2.0570969909920365	12.338034275685587	None	None	None	None	None	None
879	0.9994140863418579	0.6094628709446823	3.0368696451187134	2.6175870766420957	10	880	1	0.9994140863418579	3.0368696451187134	0.9988285159785306	9.22257724144346	None	None	None	None	None	None
880	1.1401269435882568	0.6060272065147387	3.7256052494049072	2.6480129069215366	10	880	1	1.1401269435882568	3.7256052494049072	1.2998894474959002	13.880134474393401	None	None	None	None	None	None
881	1.3173919916152954	1.232622939858814	3.942709445953369	5.162135863660296	10	880	2	2.4575189352035522	7.668314695358276	3.0354111070680148	29.425092249603324	None	None	None	None	None	None
882	1.692812442779541	1.5806565373083856	5.097631573677063	6.991405760852572	10	880	3	4.150331377983093	12.76594626903534	5.901025073497252	55.410939910552614	0	0.06325819231817426	1.5051022171974182	4.520170509815216	0.1877102255821228	0.5774610638618469
883	1.708046317100525	1.4491364994499492	3.3607319593429565	2.0181566662759707	10	886	3	4.718250751495361	12.401072978973389	7.518557847362018	52.82532473870836	1	0.01985700939312307	1.5727502504984539	4.13369099299113	0.12775484076488797	0.5104117720201318
884	3.305038571357727	4.226095460263608	-2.4332104921340942	23.597243266974615	10	886	1	3.305038571357727	-2.4332104921340942	10.923279958162325	5.920513299031441	None	None	None	None	None	None
885	1.2478904724121094	2.2518025853696884	5.765202045440674	12.037341521373861	10	886	1	1.2478904724121094	5.765202045440674	1.5572306311369175	33.23755462475333	None	None	None	None	None	None
886	1.8028124570846558	1.08504989194374	1.6116175055503845	2.381171311570686	10	886	1	1.8028124570846558	1.6116175055503845	3.2501327554196138	2.5973109841964437	None	None	None	None	None	None
887	-1.062739610671997	1.0866676611859418	0.5987574458122253	6.727774887808284	10	886	2	0.7400728464126587	2.21037495136261	4.379548235510882	2.9558214631120237	None	None	None	None	None	None
888	1.5867969989776611	1.0453527644918381	2.8239967226982117	4.129232470167853	10	886	3	2.32686984539032	5.0343716740608215	6.897472951475393	10.930778952922264	0	0.278026502244648	0.26202869415283203	1.7113770842552185	1.324768304824829	1.1126196384429932
889	1.40371572971344	0.6747725829249731	2.6038891077041626	2.091404624359157	10	892	2	2.990512728691101	5.427885830402374	4.488342565809447	14.75519597503062	1	0.037218578307932265	1.4952563643455505	2.713942915201187	0.0915406346321106	0.11005380749702454
890	3.467060387134552	1.917149878965791	4.887178838253021	4.84917572578922	10	892	1	3.467060387134552	4.887178838253021	12.02050772803759	23.88451699706815	None	None	None	None	None	None
891	3.657768487930298	3.031074280615684	-9.686233699321747	35.185739954217965	10	892	1	3.657768487930298	-9.686233699321747	13.379270311295897	93.82312327787625	None	None	None	None	None	None
892	-14.859132170677185	58.59347260275452	-8.278222560882568	20.71515579166791	10	892	1	-14.859132170677185	-8.278222560882568	220.79380886565366	68.52896876750515	None	None	None	None	None	None
893	-9.572523713111877	17.93851020731246	-7.27835738658905	13.270519335695568	10	892	2	-24.431655883789062	-15.556579947471619	312.42701910374285	121.50345501442054	None	None	None	None	None	None
894	1.4115816950798035	8.253551993226953	0.6808773875236511	13.70355652685588	10	892	3	-23.02007418870926	-14.875702559947968	314.41958198562725	121.96704903126157	0	0.4634728014529691	-4.080471009016037	-3.2987399995326996	5.4920527040958405	3.9796173870563507
895	-2.524595320224762	9.78735841990552	4.199472427368164	6.087262442515595	10	892	4	-25.54466950893402	-10.676230132579803	320.793163516528	139.60261769948704	0	0.29804722596456906	-3.5618457794189453	-0.7993358572324117	3.2129715887783354	3.395016826026283
896	-0.9571777582168579	2.9614697966233194	1.13503897190094	2.6080457775256463	10	892	5	-26.50184726715088	-9.541191160678864	321.70935277735305	140.89093116722097	0	0.2400905633413028	-2.9106787741184235	-0.3157421499490738	2.363389871337448	2.4488635115548663
897	-0.03218722343444824	2.50523543470905	0.2836669683456421	6.646076741953671	10	892	6	-26.534034490585327	-9.257524192333221	321.71038879470547	140.97139811615136	0	0.22718528406175847	-2.3349804639816285	-0.19586032629013062	1.9190611127993358	1.9006659755408608
898	-2.345717191696167	2.003969896154871	3.2650192975997925	3.5524298442874027	10	901	3	-3.335082173347473	4.6837252378463745	6.419614421596421	12.029131430363392	1	0.047843047079465705	-1.111694057782491	1.5612417459487915	0.6723123514247574	0.8866325866712115
899	1.9063185453414917	2.96023864357862	-7.401094019412994	23.63436050076425	10	901	1	1.9063185453414917	-7.401094019412994	3.634050396312901	54.77619268419079	None	None	None	None	None	None
900	0.7591370940208435	2.7676451983590233	-2.7057941555976868	15.790891337428338	10	901	1	0.7591370940208435	-2.7057941555976868	0.576289127518411	7.321322012466599	None	None	None	None	None	None
901	1.7764111757278442	3.222754285717528	5.3554564118385315	12.799746762398659	10	901	1	1.7764111757278442	5.3554564118385315	3.155636665250782	28.68091337910244	None	None	None	None	None	None
902	-0.754181981086731	1.8031737394985754	-1.8949865102767944	14.60675548354341	10	901	2	1.0222291946411133	3.460469901561737	3.724427125846688	32.27188725323346	None	None	None	None	None	None
903	-4.966908872127533	15.50113189411758	0.04763472080230713	7.14508711931127	10	901	3	-3.9446796774864197	3.508104622364044	28.39461086986589	32.27415631985937	0	0.27853997315517076	-2.860545426607132	-0.9236758947372437	2.106363445520401	0.9713106155395508
904	1.6534228324890137	3.2995195276431843	-2.3420581817626953	16.363412615118932	10	901	4	-2.291256844997406	1.1660464406013489	31.128417932861883	37.759392846620955	0	0.49306632812040263	-1.35588934024175	-1.3964699904123943	1.9346607609030357	0.7334955311328696
905	-4.9931520819664	10.392440742825915	-26.64743399620056	144.25859168318138	10	901	5	-7.284408926963806	-25.481387555599213	56.05998564650728	747.8451314284863	0	0.2332308107457397	-2.2652050256729126	-7.709210991859436	1.6426536901185536	6.33401190387629
906	-1.9939748048782349	4.74401912533871	6.519876658916473	8.901822968276694	10	901	6	-9.278383731842041	-18.96151089668274	60.035921168996474	790.3539230759701	0	0.3359309987297981	-2.210958981513977	-4.863393461704254	1.27354988936553	5.671904573774708
907	5.100534796714783	4.638771741638678	8.710016787052155	17.92163359574953	10	901	7	-4.177848935127258	-10.251494109630585	86.05137638149478	866.2183155067005	0	0.3888188159771514	-0.9923766851425171	-2.6011584202448526	1.601945388217685	5.15409627178336
908	2.131503701210022	1.5699001097675165	-7.726296544075012	14.970441233549089	10	901	8	-2.0463452339172363	-17.977790653705597	90.5946844097668	925.913973793686	0	0.28354763578667186	-0.5461080585207257	-3.333321009363447	1.425544254156378	4.417109208074399
909	1.3589107990264893	1.1960919871525277	2.072385311126709	3.0927988412343552	10	901	9	-0.6874344348907471	-15.905405342578888	92.44132296947761	930.2087546714597	0	0.2903969787913251	-0.3079807013273239	-2.6576077193021774	1.2573133872120394	3.8845500083545277
910	2.553925633430481	1.8133112260964452	3.9897149801254272	4.982936101185452	10	901	10	1.8664911985397339	-11.91569036245346	98.9638591105709	946.1265802940969	0	0.3068565492260111	0.010008891423543295	-1.9190163082546658	1.1535411713270405	3.504564592136447
911	-0.20914781093597412	4.0818805935529525	1.9068167209625244	3.936653904045869	10	901	11	1.6573433876037598	-10.008873641490936	99.0076019173902	949.7625303014391	0	0.32806212441634963	-0.011906778812408448	-1.5364330053329467	1.0319913196142394	3.1578391928721916
912	0.20407235622406006	1.1541169544287726	3.8695998191833496	6.046251112415234	10	915	4	3.907760977745056	11.83851683139801	8.454563034198245	38.82235926837707	1	0.03210675581052208	0.976940244436264	2.9596292078495026	0.6216184567590138	0.5616003232247392
913	-2.279350161552429	3.4989336983335164	5.139912366867065	7.858792438311298	10	915	1	-2.279350161552429	5.139912366867065	5.195437158969085	26.418699139073	None	None	None	None	None	None
914	3.30832040309906	2.090377411385006	-13.791190147399902	75.92101718837057	10	915	1	3.30832040309906	-13.791190147399902	10.944983889561527	190.19692568174014	None	None	None	None	None	None
915	-1.0623186826705933	4.313763996072069	-113.55613040924072	2098.123118468964	10	915	1	-1.0623186826705933	-113.55613040924072	1.1285209835509846	12894.994753520485	None	None	None	None	None	None
916	2.888715922832489	2.2225529237623114	4.943508505821228	4.439113650163129	10	915	2	1.8263972401618958	-108.6126219034195	9.473200666376943	12919.433029867612	None	None	None	None	None	None
917	0.8429882526397705	0.49277552153699844	4.900143802165985	13.235339865190827	10	915	3	2.6693854928016663	-103.71247810125351	10.183829860465597	12943.444439149518	0	0.10283201107439044	1.8658520877361298	4.921826153993607	1.0228638350963593	0.02168235182760098
918	3.9502246379852295	3.200017900134128	-10.739139020442963	67.08381654165548	10	915	4	6.619610130786896	-114.45161712169647	25.788104551011134	13058.773546049917	0	0.3217786623220173	2.560642937819163	-0.2984955708185832	0.9118577011108229	5.22033673422252
919	-5.990622401237488	20.79682200403188	-6.841397166252136	23.70304520491102	10	915	5	0.628987729549408	-121.29301428794861	61.675661305219535	13105.57826123632	0	0.31817510863291276	0.4228266030550003	-1.9342209696769714	2.232935492736419	4.037518469283695
920	-3.440114140510559	8.414545310998008	-42.574387431144714	1125.9741989216768	10	915	6	-2.811126410961151	-163.86740171909332	73.51004660496024	14918.156726373534	0	0.16853798726755487	-0.3497615456581116	-10.06225426197052	1.8943318073571944	8.70895277484707
921	-6.959165453910828	53.293992776482085	2.549531102180481	5.776787617454275	10	915	7	-9.770291864871979	-161.31787061691284	121.94003041986613	14924.656835214519	0	0.21697087793191477	-1.4513288637002308	-7.96029003461202	1.8988889436778438	7.414995565481196
922	0.16299653053283691	1.2891601290931192	0.3306329846382141	4.593774741276551	10	915	8	-9.607295334339142	-160.98723763227463	121.96659828883188	14924.76615338505	0	0.2154697731992127	-1.2207109502383642	-6.775872460433415	1.6213393253804675	6.377759471237203
